course_name,part_name,student_id,previous_attempts,studied_credits,final_result,gender,region,education,imd_band,age_band,disability,course_part,part_length,total_assessments,avg_submission_days,average_score,total_vle_used,average_days,total_clicks
FFF,2014B,600893,0,90,Withdrawn,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,2014B,241,17.0,108.88,60.59,187.0,74.08,2714.0
FFF,2014B,601155,0,60,Withdrawn,M,Wales,A Level or Equivalent,0-10%,0-35,N,2014B,241,1.0,36.0,74.0,43.0,37.56,403.0
FFF,2014B,601266,0,90,Withdrawn,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,N,2014B,241,,,,35.0,17.95,210.0
FFF,2014B,601345,0,60,Fail,M,London Region,A Level or Equivalent,10-20,0-35,N,2014B,241,7.0,221.71,58.86,48.0,175.51,980.0
FFF,2014B,601375,0,120,Pass,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,2014B,241,12.0,125.17,86.83,131.0,112.28,3512.0
FFF,2014B,601435,1,180,Withdrawn,M,London Region,Lower Than A Level,10-20,0-35,N,2014B,241,,,,10.0,24.64,60.0
FFF,2014B,601560,0,60,Fail,M,East Anglian Region,Lower Than A Level,50-60%,0-35,N,2014B,241,12.0,171.08,57.42,80.0,85.07,2312.0
FFF,2014B,601649,1,120,Withdrawn,M,East Midlands Region,Lower Than A Level,30-40%,35-55,N,2014B,241,,,,,,
FFF,2014B,601678,1,120,Withdrawn,M,East Midlands Region,Lower Than A Level,30-40%,0-35,N,2014B,241,,,,,,
FFF,2014B,601735,0,120,Pass,M,North Region,Lower Than A Level,,35-55,N,2014B,241,16.0,104.38,81.56,368.0,86.74,6782.0
FFF,2014B,602571,0,60,Withdrawn,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,2014B,241,2.0,38.0,75.0,56.0,22.28,778.0
FFF,2014B,602672,1,180,Fail,M,East Midlands Region,Lower Than A Level,60-70%,0-35,N,2014B,241,4.0,40.75,81.25,76.0,37.04,500.0
FFF,2014B,602681,0,60,Pass,M,Wales,HE Qualification,30-40%,0-35,N,2014B,241,12.0,157.75,88.75,92.0,122.55,2025.0
FFF,2014B,602818,0,120,Fail,M,West Midlands Region,Lower Than A Level,30-40%,0-35,N,2014B,241,12.0,126.08,66.08,125.0,99.88,2837.0
FFF,2014B,602854,0,90,Pass,M,West Midlands Region,Lower Than A Level,80-90%,0-35,N,2014B,241,12.0,121.83,92.42,182.0,106.35,6090.0
FFF,2014B,602862,0,60,Pass,F,Scotland,HE Qualification,30-40%,0-35,N,2014B,241,12.0,114.5,81.25,190.0,91.95,5353.0
FFF,2014B,603111,1,120,Pass,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,N,2014B,241,15.0,108.6,68.47,228.0,96.76,4835.0
FFF,2014B,603163,0,60,Pass,M,Ireland,Lower Than A Level,0-10%,0-35,N,2014B,241,12.0,141.58,81.58,89.0,86.87,2148.0
FFF,2014B,603319,0,60,Withdrawn,M,North Region,HE Qualification,,0-35,N,2014B,241,2.0,37.0,71.0,51.0,16.26,612.0
FFF,2014B,603483,0,90,Withdrawn,F,South Region,Lower Than A Level,80-90%,35-55,N,2014B,241,2.0,41.5,45.0,78.0,46.64,1164.0
FFF,2014B,603539,0,60,Pass,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,N,2014B,241,12.0,118.67,84.0,195.0,102.47,5236.0
FFF,2014B,603694,0,60,Fail,M,North Western Region,A Level or Equivalent,40-50%,0-35,N,2014B,241,12.0,164.33,70.5,106.0,127.06,2251.0
FFF,2014B,603848,1,120,Fail,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,Y,2014B,241,16.0,97.69,56.06,160.0,74.3,3201.0
FFF,2014B,603972,0,60,Withdrawn,F,South West Region,A Level or Equivalent,20-30%,0-35,N,2014B,241,7.0,81.0,68.43,165.0,69.78,3314.0
FFF,2014B,604174,0,60,Pass,M,North Region,A Level or Equivalent,,0-35,N,2014B,241,12.0,156.0,87.75,157.0,93.14,3333.0
FFF,2014B,604234,0,90,Fail,M,North Western Region,A Level or Equivalent,30-40%,0-35,N,2014B,241,1.0,23.0,86.0,28.0,15.87,127.0
FFF,2014B,604293,0,60,Fail,M,North Western Region,A Level or Equivalent,0-10%,35-55,N,2014B,241,12.0,161.33,63.0,93.0,108.13,1985.0
FFF,2014B,604326,0,90,Fail,F,Wales,No Formal quals,30-40%,0-35,N,2014B,241,,,,3.0,-6.5,7.0
FFF,2014B,604338,0,60,Pass,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,2014B,241,11.0,102.09,83.91,76.0,95.9,2823.0
FFF,2014B,604614,0,90,Withdrawn,M,London Region,A Level or Equivalent,30-40%,0-35,N,2014B,241,12.0,181.75,70.92,107.0,143.79,3413.0
FFF,2014B,604678,0,120,Withdrawn,M,North Western Region,A Level or Equivalent,0-10%,35-55,Y,2014B,241,,,,,,
FFF,2014B,604698,0,90,Pass,M,London Region,No Formal quals,10-20,35-55,N,2014B,241,12.0,101.75,84.83,157.0,92.83,6915.0
FFF,2014B,604946,1,120,Withdrawn,M,London Region,HE Qualification,10-20,35-55,N,2014B,241,,,,61.0,-2.52,407.0
FFF,2014B,604969,0,60,Withdrawn,M,Scotland,Lower Than A Level,10-20,35-55,N,2014B,241,3.0,137.33,80.67,58.0,31.75,480.0
FFF,2014B,605228,1,240,Withdrawn,F,London Region,Lower Than A Level,70-80%,0-35,N,2014B,241,5.0,169.4,36.6,96.0,64.35,1048.0
FFF,2014B,605312,0,60,Pass,M,East Midlands Region,A Level or Equivalent,70-80%,35-55,N,2014B,241,12.0,113.5,76.25,181.0,86.96,5189.0
FFF,2014B,605370,0,120,Fail,M,Wales,A Level or Equivalent,50-60%,0-35,N,2014B,241,1.0,14.0,70.0,30.0,6.17,540.0
FFF,2014B,605475,0,180,Pass,M,Scotland,A Level or Equivalent,60-70%,0-35,N,2014B,241,12.0,113.33,78.92,211.0,96.02,6323.0
FFF,2014B,605493,0,60,Pass,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,N,2014B,241,12.0,97.08,77.0,137.0,68.82,2359.0
FFF,2014B,605522,0,60,Fail,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,2014B,241,2.0,38.0,67.0,57.0,23.31,839.0
FFF,2014B,606300,0,90,Withdrawn,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,2014B,241,,,,,,
FFF,2014B,606407,1,120,Fail,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,N,2014B,241,1.0,73.0,72.0,89.0,46.69,613.0
FFF,2014B,606713,0,60,Pass,M,Ireland,HE Qualification,0-10%,35-55,N,2014B,241,9.0,132.67,68.89,78.0,140.6,1038.0
FFF,2014B,606870,0,90,Pass,M,West Midlands Region,Lower Than A Level,80-90%,35-55,N,2014B,241,12.0,127.58,87.83,114.0,107.65,2419.0
FFF,2014B,606911,1,150,Withdrawn,M,South West Region,Lower Than A Level,40-50%,35-55,N,2014B,241,,,,47.0,2.88,638.0
FFF,2014B,606935,1,120,Fail,M,Scotland,HE Qualification,20-30%,0-35,N,2014B,241,,,,11.0,-3.89,70.0
FFF,2014B,606967,1,150,Fail,M,Scotland,A Level or Equivalent,70-80%,0-35,N,2014B,241,1.0,23.0,56.0,42.0,23.86,389.0
FFF,2014B,606976,0,60,Pass,M,Ireland,Lower Than A Level,90-100%,0-35,N,2014B,241,12.0,167.25,69.92,93.0,103.36,1333.0
FFF,2014B,606977,0,60,Pass,M,North Western Region,Lower Than A Level,10-20,0-35,N,2014B,241,12.0,121.83,75.0,126.0,94.72,3180.0
FFF,2014B,607453,1,240,Pass,M,South East Region,HE Qualification,20-30%,0-35,N,2014B,241,21.0,138.86,81.43,235.0,125.17,4260.0
FFF,2014B,607702,1,120,Fail,M,North Western Region,Lower Than A Level,10-20,0-35,N,2014B,241,3.0,52.67,46.0,40.0,42.9,439.0
FFF,2014B,607896,1,150,Pass,M,London Region,A Level or Equivalent,30-40%,0-35,Y,2014B,241,12.0,103.42,76.58,93.0,96.41,2630.0
FFF,2014B,607899,0,60,Fail,M,Ireland,Lower Than A Level,20-30%,0-35,N,2014B,241,12.0,173.92,68.42,135.0,133.76,3464.0
FFF,2014B,608111,1,180,Fail,M,London Region,HE Qualification,10-20,35-55,N,2014B,241,6.0,45.17,75.33,82.0,33.43,2002.0
FFF,2014B,608173,0,75,Withdrawn,M,Wales,Lower Than A Level,20-30%,0-35,N,2014B,241,,,,25.0,-4.39,223.0
FFF,2014B,608618,1,120,Withdrawn,M,North Western Region,A Level or Equivalent,30-40%,0-35,N,2014B,241,,,,,,
FFF,2014B,608727,1,120,Withdrawn,M,North Region,A Level or Equivalent,10-20,0-35,N,2014B,241,4.0,40.5,70.75,55.0,28.06,571.0
FFF,2014B,608864,1,120,Fail,F,Scotland,Post Graduate Qualification,90-100%,35-55,N,2014B,241,4.0,49.5,77.75,74.0,44.13,607.0
FFF,2014B,608891,0,60,Distinction,M,London Region,Lower Than A Level,60-70%,0-35,N,2014B,241,16.0,95.0,90.06,181.0,68.31,2634.0
FFF,2014B,609171,0,120,Fail,M,East Midlands Region,Lower Than A Level,30-40%,0-35,N,2014B,241,2.0,37.5,76.0,54.0,20.21,1074.0
FFF,2014B,609347,0,60,Withdrawn,M,East Midlands Region,Lower Than A Level,30-40%,35-55,N,2014B,241,3.0,52.67,74.33,88.0,45.09,704.0
FFF,2014B,609868,0,90,Fail,F,Wales,Lower Than A Level,10-20,0-35,N,2014B,241,4.0,59.0,58.25,54.0,28.76,767.0
FFF,2014B,609891,1,240,Pass,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,N,2014B,241,20.0,153.5,54.3,175.0,139.52,6644.0
FFF,2014B,610094,0,60,Pass,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,N,2014B,241,12.0,143.58,72.92,129.0,95.16,3867.0
FFF,2014B,610267,0,60,Withdrawn,M,West Midlands Region,Lower Than A Level,0-10%,0-35,N,2014B,241,,,,7.0,23.0,13.0
FFF,2014B,610272,0,60,Pass,M,North Region,Lower Than A Level,,0-35,N,2014B,241,12.0,145.92,83.25,111.0,92.61,2286.0
FFF,2014B,610273,0,60,Pass,M,London Region,A Level or Equivalent,0-10%,0-35,N,2014B,241,12.0,150.67,82.42,105.0,112.3,1627.0
FFF,2014B,610771,0,120,Pass,M,South East Region,A Level or Equivalent,70-80%,0-35,N,2014B,241,12.0,155.83,68.92,83.0,100.9,1562.0
FFF,2014B,610775,0,120,Pass,M,South East Region,A Level or Equivalent,50-60%,0-35,N,2014B,241,12.0,122.92,73.67,119.0,89.93,3198.0
FFF,2014B,610778,1,120,Withdrawn,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,2014B,241,4.0,19.75,79.0,61.0,15.06,980.0
FFF,2014B,610992,0,210,Pass,M,North Region,A Level or Equivalent,,35-55,N,2014B,241,12.0,142.83,88.75,99.0,115.58,2405.0
FFF,2014B,611185,0,120,Pass,M,North Region,Lower Than A Level,,0-35,N,2014B,241,11.0,140.27,67.91,81.0,138.28,1362.0
FFF,2014B,611245,1,240,Withdrawn,M,Wales,Lower Than A Level,60-70%,0-35,N,2014B,241,3.0,25.0,66.67,49.0,15.71,538.0
FFF,2014B,611350,0,120,Pass,M,Wales,A Level or Equivalent,30-40%,0-35,N,2014B,241,12.0,151.17,74.92,181.0,104.67,3311.0
FFF,2014B,611427,0,60,Fail,M,North Region,Lower Than A Level,,0-35,N,2014B,241,1.0,23.0,94.0,42.0,5.49,324.0
FFF,2014B,611517,0,60,Fail,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N,2014B,241,4.0,59.0,62.0,70.0,28.12,1256.0
FFF,2014B,611542,0,60,Distinction,M,North Region,A Level or Equivalent,,0-35,Y,2014B,241,21.0,124.76,87.67,240.0,99.57,4065.0
FFF,2014B,611581,0,60,Withdrawn,M,South West Region,A Level or Equivalent,10-20,0-35,Y,2014B,241,,,,,,
FFF,2014B,611595,0,60,Pass,M,North Region,HE Qualification,,35-55,N,2014B,241,12.0,111.17,81.67,174.0,100.92,2798.0
FFF,2014B,611635,0,60,Pass,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,N,2014B,241,12.0,153.25,74.0,122.0,125.89,1807.0
FFF,2014B,611714,0,90,Fail,M,South Region,HE Qualification,70-80%,0-35,N,2014B,241,2.0,39.5,38.0,42.0,36.52,224.0
FFF,2014B,611763,0,60,Pass,M,North Western Region,Lower Than A Level,30-40%,0-35,N,2014B,241,12.0,136.5,78.0,93.0,98.54,1472.0
FFF,2014B,611798,0,60,Fail,M,Wales,HE Qualification,10-20,0-35,N,2014B,241,2.0,37.5,89.0,26.0,24.26,362.0
FFF,2014B,611813,0,60,Distinction,M,South Region,Lower Than A Level,10-20,35-55,N,2014B,241,21.0,124.0,92.81,242.0,106.7,5204.0
FFF,2014B,611855,0,60,Fail,M,South West Region,Lower Than A Level,30-40%,0-35,N,2014B,241,,,,40.0,5.2,288.0
FFF,2014B,611905,0,60,Withdrawn,M,Wales,Lower Than A Level,10-20,35-55,N,2014B,241,2.0,54.5,0.0,7.0,14.6,34.0
FFF,2014B,612248,0,90,Pass,M,Scotland,HE Qualification,30-40%,35-55,N,2014B,241,12.0,149.67,69.08,143.0,79.79,3232.0
FFF,2014B,612254,0,90,Withdrawn,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,2014B,241,,,,,,
FFF,2014B,612338,0,180,Withdrawn,M,South Region,A Level or Equivalent,90-100%,0-35,N,2014B,241,,,,,,
FFF,2014B,612506,0,75,Fail,F,Scotland,Lower Than A Level,20-30%,0-35,N,2014B,241,,,,,,
FFF,2014B,612528,0,120,Pass,M,South West Region,A Level or Equivalent,80-90%,0-35,N,2014B,241,12.0,120.25,78.08,102.0,100.69,2191.0
FFF,2014B,612530,0,120,Distinction,M,South Region,A Level or Equivalent,90-100%,0-35,N,2014B,241,12.0,116.08,91.0,84.0,112.48,1784.0
FFF,2014B,612535,0,120,Distinction,M,South Region,A Level or Equivalent,90-100%,0-35,N,2014B,241,12.0,101.42,89.58,99.0,115.54,2069.0
FFF,2014B,612538,0,120,Distinction,M,South Region,A Level or Equivalent,90-100%,0-35,N,2014B,241,12.0,101.42,82.75,105.0,94.29,3578.0
FFF,2014B,612539,0,120,Pass,M,South Region,A Level or Equivalent,90-100%,35-55,N,2014B,241,12.0,118.33,83.75,81.0,96.5,1357.0
FFF,2014B,612540,0,120,Distinction,M,South Region,A Level or Equivalent,50-60%,0-35,N,2014B,241,12.0,150.5,91.5,116.0,121.84,1690.0
FFF,2014B,612542,0,120,Pass,M,South Region,HE Qualification,90-100%,0-35,N,2014B,241,12.0,113.33,83.5,88.0,107.45,2192.0
FFF,2014B,612543,0,120,Pass,F,South Region,A Level or Equivalent,90-100%,0-35,N,2014B,241,12.0,103.0,77.0,85.0,93.86,1835.0
FFF,2014B,612545,0,120,Distinction,F,South Region,A Level or Equivalent,80-90%,0-35,N,2014B,241,12.0,90.08,82.0,85.0,93.27,2567.0
FFF,2014B,612547,0,120,Distinction,M,South Region,A Level or Equivalent,80-90%,0-35,N,2014B,241,12.0,94.58,84.58,97.0,110.51,1876.0
FFF,2014B,612549,0,120,Pass,M,South Region,A Level or Equivalent,70-80%,0-35,N,2014B,241,12.0,106.0,87.17,102.0,108.42,2270.0
FFF,2014B,612598,0,60,Fail,M,London Region,Lower Than A Level,50-60%,0-35,N,2014B,241,1.0,24.0,98.0,57.0,11.12,264.0
FFF,2014B,612607,0,60,Fail,M,Scotland,Lower Than A Level,70-80%,35-55,N,2014B,241,7.0,63.57,88.0,82.0,44.38,1464.0
FFF,2014B,612638,0,60,Withdrawn,F,East Anglian Region,Lower Than A Level,40-50%,35-55,N,2014B,241,6.0,47.5,71.5,100.0,41.0,1893.0
FFF,2014B,612740,0,60,Fail,M,North Western Region,A Level or Equivalent,30-40%,0-35,N,2014B,241,12.0,159.42,69.92,108.0,125.63,1790.0
FFF,2014B,612743,0,60,Fail,M,London Region,A Level or Equivalent,30-40%,0-35,N,2014B,241,,,,10.0,6.25,27.0
FFF,2014B,612880,0,60,Withdrawn,M,South West Region,Lower Than A Level,50-60%,0-35,N,2014B,241,6.0,82.0,57.33,72.0,47.14,1151.0
FFF,2014B,612982,0,60,Fail,M,East Anglian Region,Lower Than A Level,30-40%,0-35,N,2014B,241,12.0,151.5,59.58,68.0,109.25,1914.0
FFF,2014B,613013,0,60,Fail,M,East Midlands Region,Lower Than A Level,40-50%,0-35,N,2014B,241,3.0,54.0,62.33,60.0,35.87,808.0
FFF,2014B,613106,0,60,Withdrawn,M,North Region,A Level or Equivalent,0-10%,0-35,N,2014B,241,,,,,,
FFF,2014B,613146,0,60,Withdrawn,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,N,2014B,241,,,,7.0,9.25,25.0
FFF,2014B,613152,0,60,Fail,M,South East Region,A Level or Equivalent,10-20,0-35,Y,2014B,241,2.0,36.5,85.0,32.0,26.21,451.0
FFF,2014B,613226,0,60,Withdrawn,M,South Region,Lower Than A Level,40-50%,35-55,N,2014B,241,4.0,42.0,51.5,51.0,44.35,398.0
FFF,2014B,613255,0,60,Pass,M,South East Region,Lower Than A Level,90-100%,35-55,N,2014B,241,12.0,171.58,74.83,101.0,112.42,1903.0
FFF,2014B,613281,0,60,Fail,M,East Anglian Region,Lower Than A Level,60-70%,35-55,Y,2014B,241,,,,63.0,35.4,612.0
FFF,2014B,613417,0,90,Fail,M,Wales,Lower Than A Level,10-20,0-35,N,2014B,241,,,,22.0,22.87,155.0
FFF,2014B,613447,0,120,Fail,M,East Midlands Region,Lower Than A Level,10-20,0-35,Y,2014B,241,4.0,26.75,79.75,41.0,18.95,376.0
FFF,2014B,613459,0,60,Fail,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,2014B,241,4.0,58.5,85.0,96.0,36.3,1468.0
FFF,2014B,613461,0,90,Pass,M,Scotland,Lower Than A Level,90-100%,0-35,N,2014B,241,21.0,152.14,72.81,162.0,108.64,2567.0
FFF,2014B,613464,0,60,Pass,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N,2014B,241,12.0,109.17,72.83,102.0,87.57,1935.0
FFF,2014B,613574,0,60,Fail,M,South Region,A Level or Equivalent,80-90%,0-35,N,2014B,241,4.0,32.75,61.75,71.0,40.19,1168.0
FFF,2014B,613593,0,60,Fail,M,South East Region,A Level or Equivalent,90-100%,0-35,N,2014B,241,12.0,168.08,71.17,66.0,129.84,1144.0
FFF,2014B,613630,0,60,Pass,F,South East Region,Lower Than A Level,30-40%,35-55,N,2014B,241,12.0,116.58,74.75,269.0,105.85,7536.0
FFF,2014B,613676,0,60,Withdrawn,M,Scotland,Lower Than A Level,20-30%,0-35,N,2014B,241,5.0,57.2,81.0,164.0,44.69,2617.0
FFF,2014B,613677,0,90,Fail,F,North Region,A Level or Equivalent,20-30%,0-35,N,2014B,241,6.0,74.67,67.17,72.0,58.88,1785.0
FFF,2014B,613717,0,90,Withdrawn,F,South Region,A Level or Equivalent,30-40%,0-35,N,2014B,241,3.0,54.0,59.67,37.0,54.55,246.0
FFF,2014B,613775,0,60,Withdrawn,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N,2014B,241,,,,7.0,35.92,35.0
FFF,2014B,613865,0,60,Pass,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,2014B,241,12.0,128.42,81.58,170.0,89.97,3973.0
FFF,2014B,613900,0,60,Pass,M,East Midlands Region,Lower Than A Level,40-50%,35-55,N,2014B,241,12.0,125.25,57.42,115.0,58.81,2171.0
FFF,2014B,613928,0,60,Fail,F,North Western Region,Lower Than A Level,20-30%,0-35,N,2014B,241,12.0,154.83,77.5,109.0,116.19,2389.0
FFF,2014B,613952,0,60,Pass,M,North Region,Lower Than A Level,,0-35,N,2014B,241,12.0,98.25,81.08,114.0,64.7,2437.0
FFF,2014B,614059,0,90,Withdrawn,M,South Region,HE Qualification,90-100%,35-55,Y,2014B,241,20.0,146.25,76.1,190.0,118.17,2964.0
FFF,2014B,614083,0,60,Fail,M,North Western Region,Lower Than A Level,0-10%,0-35,Y,2014B,241,3.0,57.33,43.33,46.0,31.81,357.0
FFF,2014B,614163,0,60,Pass,M,South West Region,A Level or Equivalent,20-30%,0-35,N,2014B,241,12.0,93.75,90.42,90.0,106.74,4393.0
FFF,2014B,614172,0,120,Withdrawn,F,London Region,A Level or Equivalent,30-40%,0-35,N,2014B,241,3.0,54.33,74.0,54.0,43.61,566.0
FFF,2014B,614181,0,60,Distinction,M,North Western Region,HE Qualification,60-70%,0-35,N,2014B,241,16.0,142.38,89.06,196.0,117.18,3788.0
FFF,2014B,614381,0,60,Withdrawn,F,Yorkshire Region,HE Qualification,20-30%,0-35,N,2014B,241,4.0,73.0,53.75,55.0,65.71,837.0
FFF,2014B,614599,0,90,Fail,M,West Midlands Region,Lower Than A Level,10-20,0-35,N,2014B,241,2.0,27.0,81.0,44.0,13.59,369.0
FFF,2014B,614661,0,60,Withdrawn,F,South West Region,A Level or Equivalent,0-10%,0-35,N,2014B,241,,,,,,
FFF,2014B,614730,0,60,Withdrawn,M,South West Region,Lower Than A Level,30-40%,0-35,Y,2014B,241,3.0,33.33,69.33,50.0,17.0,871.0
FFF,2014B,614733,0,120,Fail,M,London Region,No Formal quals,0-10%,0-35,N,2014B,241,10.0,156.3,49.5,123.0,54.76,934.0
FFF,2014B,614764,0,60,Pass,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,2014B,241,12.0,121.33,68.0,117.0,91.76,3670.0
FFF,2014B,614801,0,120,Fail,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,N,2014B,241,7.0,88.57,58.71,73.0,44.08,1706.0
FFF,2014B,614812,0,90,Fail,M,North Region,A Level or Equivalent,10-20,0-35,N,2014B,241,12.0,171.92,70.67,49.0,133.35,838.0
FFF,2014B,614887,0,60,Pass,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N,2014B,241,12.0,97.0,84.08,116.0,101.31,3394.0
FFF,2014B,614907,0,90,Withdrawn,M,East Anglian Region,Lower Than A Level,80-90%,0-35,N,2014B,241,,,,24.0,17.88,106.0
FFF,2014B,614973,0,90,Fail,M,East Midlands Region,Lower Than A Level,40-50%,0-35,N,2014B,241,2.0,22.0,58.5,39.0,13.7,307.0
FFF,2014B,614984,0,60,Withdrawn,M,South West Region,Lower Than A Level,0-10%,35-55,N,2014B,241,12.0,111.92,67.42,156.0,89.36,2463.0
FFF,2014B,614994,0,60,Fail,M,Ireland,A Level or Equivalent,0-10%,0-35,N,2014B,241,,,,15.0,0.27,51.0
FFF,2014B,615225,0,60,Pass,F,East Midlands Region,Lower Than A Level,80-90%,0-35,N,2014B,241,12.0,103.67,87.25,157.0,104.34,7262.0
FFF,2014B,615241,0,60,Pass,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,N,2014B,241,20.0,122.65,85.65,186.0,99.21,2891.0
FFF,2014B,615426,0,60,Withdrawn,M,East Midlands Region,Lower Than A Level,60-70%,0-35,N,2014B,241,7.0,56.14,92.86,121.0,34.84,2621.0
FFF,2014B,615429,0,60,Withdrawn,M,North Region,HE Qualification,20-30%,0-35,N,2014B,241,5.0,61.8,71.4,106.0,59.49,3083.0
FFF,2014B,615439,0,60,Pass,M,East Anglian Region,Lower Than A Level,80-90%,0-35,Y,2014B,241,12.0,109.25,70.5,116.0,86.94,2374.0
FFF,2014B,616383,0,60,Distinction,M,North Region,A Level or Equivalent,50-60%,0-35,N,2014B,241,12.0,118.5,94.92,191.0,102.97,5343.0
FFF,2014B,616453,0,60,Fail,F,East Anglian Region,Lower Than A Level,50-60%,0-35,N,2014B,241,3.0,86.67,58.0,68.0,51.79,598.0
FFF,2014B,616557,0,60,Withdrawn,M,Yorkshire Region,HE Qualification,60-70%,35-55,N,2014B,241,,,,,,
FFF,2014B,616613,0,60,Withdrawn,M,South West Region,Lower Than A Level,40-50%,0-35,Y,2014B,241,1.0,23.0,70.0,59.0,18.17,764.0
FFF,2014B,616646,0,60,Pass,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N,2014B,241,15.0,84.6,70.0,121.0,62.77,2963.0
FFF,2014B,616688,0,90,Distinction,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N,2014B,241,12.0,95.25,89.17,111.0,91.42,2949.0
FFF,2014B,616789,0,60,Pass,M,London Region,A Level or Equivalent,80-90%,0-35,N,2014B,241,17.0,116.35,71.88,220.0,100.73,3634.0
FFF,2014B,616794,0,60,Fail,M,Scotland,Lower Than A Level,0-10%,35-55,N,2014B,241,12.0,170.75,62.25,161.0,112.64,3744.0
FFF,2014B,616909,0,120,Fail,M,London Region,Lower Than A Level,50-60%,0-35,N,2014B,241,7.0,125.57,58.86,81.0,69.99,1046.0
FFF,2014B,616913,0,60,Pass,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,N,2014B,241,11.0,94.18,66.27,64.0,57.34,2200.0
FFF,2014B,617010,0,60,Withdrawn,F,North Western Region,A Level or Equivalent,0-10%,0-35,N,2014B,241,15.0,117.27,71.53,263.0,69.74,5712.0
FFF,2014B,617014,0,120,Pass,M,North Region,Lower Than A Level,0-10%,0-35,N,2014B,241,12.0,161.58,78.92,120.0,117.43,2394.0
FFF,2014B,617015,0,60,Withdrawn,F,London Region,A Level or Equivalent,40-50%,35-55,N,2014B,241,,,,,,
FFF,2014B,617018,0,60,Fail,M,London Region,Lower Than A Level,40-50%,0-35,N,2014B,241,12.0,172.0,58.08,37.0,132.01,1094.0
FFF,2014B,617053,0,60,Fail,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,N,2014B,241,2.0,25.5,82.0,32.0,23.01,554.0
FFF,2014B,617130,0,90,Withdrawn,M,Ireland,A Level or Equivalent,90-100%,0-35,N,2014B,241,14.0,89.36,75.86,109.0,78.5,1651.0
FFF,2014B,617201,0,90,Pass,M,South West Region,Lower Than A Level,90-100%,0-35,N,2014B,241,12.0,131.0,74.75,80.0,92.47,1933.0
FFF,2014B,617212,0,60,Withdrawn,M,South Region,A Level or Equivalent,20-30%,0-35,N,2014B,241,,,,22.0,5.84,105.0
FFF,2014B,617255,0,60,Withdrawn,M,London Region,Lower Than A Level,10-20,0-35,N,2014B,241,,,,,,
FFF,2014B,617307,0,120,Withdrawn,F,East Anglian Region,Lower Than A Level,20-30%,0-35,N,2014B,241,,,,,,
FFF,2014B,617318,0,60,Pass,M,East Midlands Region,Lower Than A Level,30-40%,0-35,Y,2014B,241,12.0,112.25,87.83,202.0,96.01,5227.0
FFF,2014B,617343,0,90,Withdrawn,M,London Region,A Level or Equivalent,70-80%,0-35,N,2014B,241,4.0,49.75,76.0,55.0,21.96,833.0
FFF,2014B,617358,0,60,Withdrawn,M,South East Region,A Level or Equivalent,20-30%,0-35,Y,2014B,241,6.0,43.5,90.83,98.0,30.2,1478.0
FFF,2014B,617382,0,60,Pass,M,Scotland,Lower Than A Level,10-20,0-35,N,2014B,241,12.0,112.58,87.92,151.0,99.26,5503.0
FFF,2014B,617406,0,60,Withdrawn,M,North Western Region,Lower Than A Level,0-10%,0-35,N,2014B,241,,,,8.0,9.58,78.0
FFF,2014B,617437,0,60,Withdrawn,M,South West Region,A Level or Equivalent,0-10%,0-35,N,2014B,241,3.0,54.0,82.33,66.0,32.24,776.0
FFF,2014B,617534,0,60,Pass,F,East Midlands Region,Lower Than A Level,60-70%,35-55,Y,2014B,241,12.0,127.83,77.75,133.0,107.9,3276.0
FFF,2014B,617535,0,60,Fail,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,2014B,241,1.0,24.0,36.0,62.0,8.6,413.0
FFF,2014B,617540,0,60,Fail,M,South Region,A Level or Equivalent,80-90%,0-35,N,2014B,241,,,,39.0,14.68,157.0
